id	question1	question2	pre_label
2743	以他人名义购买房子的，法律是怎么规制的？	购买房屋，他人名义签订买卖合同的，会被追究什么法律责任	0
2744	请问紧急避险需要赔偿吗？	因紧急避险造成损害的，需要承担责任吗	0
2745	劳动者可以以什么形式参与民主管理的？	村民参与民主管理的主要途径和形式是什么	0
2746	谁所有建筑物及其附属设施维修资金属	建筑物及其附属设施维修资金的所有人是谁	1
2747	赔偿义务机关对于法院的赔偿决定有异议应该如何处理？	赔偿义务机关不赞成法院的赔偿决定怎么办？	1
2748	经济仲裁的特征？	请问劳动仲裁有何特点	0
2749	案件涉及第三人的利益，我作为听证主持人，可以通知他参加听证吗？	工商行政管理机关行政处罚案件听证规则的听证	0
2750	食品生产企业建立的进货查验记录制度包括哪些内容	食品生产企业建立的进货查验记录制度的内容包括哪些	1
2751	票据权利要有背书的连续性来证明的原因是什么？	哪些是背书的连续性能证明持票人的票据权利的理由	1
2752	立功怎么处罚？	犯人有重大的立功表现，应该怎判罚？	1
2753	业主大会和业主委员会，对损害他人合法权益的行为，有权向行为人提出哪些要求	简述业主大会、业主委员会设立的基本原则有哪些?	0
2754	由于不能抗拒或者不能预见的原因造成损害结果的，是否构成犯罪？	民事法律中规定的不能抗拒或者不能预见的原因，具体包括哪些情形？	0
2755	一方写的婚内保证书有效吗？	签了婚内保证书后来后悔了可以撤销吗	0
2756	未及时上报安全事故，是否可以要求更多赔偿？	未及时报案是否理赔	0
2757	夫妻吵架后分开过日子，属于因感情不和而分居吗？	我和老婆因感情不和,分居半年能否离婚？	0
2758	施工合同内容主要包括哪些条款	施工合同内容主要有的条款是哪些	1
2759	隐名代理的代理行为产生的法律后果由谁承担？	未披露本人的代理行为所产生的法律后果应有谁承担	1
2760	行政处罚法为什么要规定行政赔偿制度？	行政处罚法中对于处罚时效是如何来规定的呢？	0
2761	自行下载打印的发票可以作为记账凭证吗？	在网上买的东西，店家给我的是电子发票，这个能作为消费证据呢？	0
2762	他人在网上诽谤自己，网站需要承担连带责任么？	有人在某网站上造谣我的信息诋毁我，那么这个网站应当承担连带责任吗	1
2763	证据保全决定书的清单里有哪些内容？	查封，扣押决定书应当载明的事项包括哪些	0
2764	委托代理人的概念？	什么是委托代理人？	1
2765	普通公司可以为别的企业或个人担保贷款吗？	企业或个人贷款时，可以让一般的公司作为担保人吗？	1
2766	主动辞职后发现怀孕了可以反悔吗？	主动辞职后发现怀孕了可以赔偿吗？	0
2767	临时工主动离职要提前多久提出？可以要求补偿吗？	正式工主动离职要提前多久提出？可以要求补偿吗？	0
2768	乡镇、街道是否可以设立人民调解委员会？	人民调解委员会设在哪里？它是国家机关吗？	0
2769	检察机关民事公益诉讼案件审批程序是什么？	检察机关民事公益诉讼案件审批步骤是什么？	1
2770	行政处罚法为什么要规定行政赔偿制度？	行政处罚法规定,被处罚人所享有的法定权利是什么呢?	0
2771	对遗弃家庭成员的行为，受害人可以寻求哪些救济	遇到对遗弃家庭成员的行为，受害人应该寻求哪些救济	1
2772	企业在什么情形下可以和劳动者约定违约金？	在什么情况下劳动者可以从用人单位处获得违约金	1
2773	收养关系中收养与送养应遵循的原则	收养关系的收养和送养双方应遵循什么原则	1
2774	父亲立下遗嘱儿子继承遗产，但是儿子死亡了，该遗产由谁继承	遗嘱继承人先于被继承人死亡，该遗产怎么办	0
2775	农村房屋拆迁怎么补偿？	农村房拆迁是按什么标准赔偿的	0
2776	保健食品原料目录和允许保健食品声称的保健功能目录，由哪些部门制定、调整并公布	保健食品的原料和保健功能的目录，是哪些部门制定、调整和公布的	1
2777	机动车驾驶人安全驾驶的注意事项	汽车山路安全驾驶注意的事项有哪些	0
2778	食品生产者在采购时应当如何查验食品原料、食品添加剂、食品相关产品	食品生产者采购时查验食品原料、食品添加剂、食品相关产品的方法是什么？	1
2779	将禁止出口的珍贵文物私自赠送给外国友人，构成犯罪吗	把珍贵的文物向外国人出售或赠送的，这样的行为构成犯罪么？	1
2780	孕期劳动合同到期被辞退可以维权吗？	合同快到期发现自己怀孕 公司能辞退我吗	0
2781	第三人向债权人保证监督支付专款专用的，应该承担的义务和责任应该包括哪些	第三人向债权人保证监督支付专款专用的，有哪些义务和责任是必须承担的	1
2782	当事人是否可以请求解除同居关系	怎样请求法院解除同居关系	0
2783	网贷平台限制提现是否合法	我在网贷平台想提现的时候被限制了，平台这么做合法吗	1
2784	网贷平台限制提现合法吗？	网贷平台限制提现是否合法	1
2785	未到法定婚龄领取的结婚证有效吗？	新婚姻法,没到法定年龄办结婚证的婚姻有效吗?	1
2786	二手房买卖合同必须约定定金吗？	签了二手房买卖定金合同,还用再签房屋买卖合同吗	1
2787	小区的垃圾堆积严重，物业公司总是不及时清理，怎么办？	小区物业清理垃圾不及时，堆积量大怎么办	1
2788	继承人作出放弃继承意思表示的时间应当在什么时候	继承法对继承权的放弃有什么规定	0
2789	知识产权的客体有哪些？	在知识产权中，谁是客体？	1
2790	笔迹鉴定的费用由谁承担？	笔迹鉴定费用需要多少钱	0
2791	多式联运经营人收到托运人交付的货物的，需要签发什么单据	经济法关于货运合同的法律规定	0
2792	近亲结婚近40年，婚姻也是无效的吗？	近亲结婚有孩子了也无效吗	0
2793	对于单位犯集资诈骗罪，应该怎么判刑？	单位犯集资诈骗罪的量刑标准是什么样的	1
2794	继承法所说的兄弟姐妹包括哪些	继承法的兄弟姐妹是指什么	1
2795	申请行政复议是否必须书面提出？	当事人提起民事和行政诉讼也必须要采取书面形式吗？	0
2796	罚款是否要开具罚款收据	交警罚款不开收据违法吗？	1
2797	证据保全决定书的清单里有哪些内容？	什么内容是证据保全决定书的清单里面的？	1
2798	机动车发生交通事故造成损害的，应依照哪部法律承担责任	机动车发生交通事故造成损害的，责任怎么承担	0
2799	第三者责任险的保险责任有哪些？	第三者责任险中的第三者具体是指什么？	0
2800	运输合同对检验货物的期限没有约定或者约定不明确，如何确定收货人的检验期限	运输合同对检验货物的期限没有约定或者约定不明确，如何确定收货人的检验地点	0
2801	楼上居民噪音扰民，怎么办？	噪音扰民怎么办？（营业场所）	0
2802	用户设立企业申请名称有数量限制吗？	在外省市设立分公司、子公司是否有数量限制	0
2803	犯故意伤害罪怎么处罚？	故意伤害他人身体罪最高处罚是什么？	0
2804	近亲结婚近40年，婚姻也是无效的吗？	近亲结婚判无效婚姻需要要分居吗	0
2805	个人承包是否发生继承	土地承包经营权能否继承	0
2806	女方怀孕期间男方怎么离婚？	女方怀孕期间，男方可以要求离婚吗	0
2807	财物被他人损坏，可以直接主张赔钱吗？	财产损害赔偿纠纷保险人可列入被告么	0
2808	剥夺政治权利之后可以上诉吗？	是否可以上诉那些剥夺政治权利后的情况	1
2809	在婚姻期间写的保证书在离婚时会有效吗	婚内保证书有法律效力吗	0
2810	刑事拘留超过3天不放人怎么办？	咨询一下刑事拘留超过三天还不放人的办法	1
2811	劳动合同文本由谁进行保存	正规劳动合同，应该一式几份，谁保管	0
2812	法院办案的时间限制？	法院在办理案件的时候，限制时间为多久？	1
2813	贷款犯罪被判缓刑以后要用禁止令吗？	被判缓刑属于刑事处罚吗?	0
2814	什么是紧急避险超过必要限度？	如何理解紧急避险超过必要限度？	1
2815	笔迹鉴定当事人有权知道结果吗？?	在笔迹鉴定书出来后，当事人可以看吗	0
2816	两个以上污染者污染环境，污染者承担责任的大小应如何确定	两个以上污染者污染环境，怎么确定污染者承担责任的大小	1
2817	哪些情况属于手术中的医疗过失？	在做手术的时候，怎么算医疗过失	0
2818	什么是行贿罪？单位行贿是否能够构成犯罪？	行贿罪是什么意思，单位行贿算不算犯罪？	1
2819	法定继承与遗嘱或遗赠扶养协议并存的情况下如何处理	法律规定的继承和遗嘱或者是遗赠扶养协议并存的情况下如何处理	1
2820	担保物权的担保范围包括哪些	抵押担保的范围包括哪些？	0
2821	醉酒开摩托车撞到人会不会坐牢？	酒后驾驶摩托车撞伤人，已赔偿损失，还会判刑吗？	0
2822	二手房买卖合同必须约定定金吗？	二手房房屋买卖合同一定要有定金约定吗	1
2823	无配偶的男性收养女性的有哪些条件限制	收养法对无配偶男性收养女性有何特殊条件限制	1
2824	什么是间接证据？	什么叫做间接证据,和直接证据的区别?	0
2825	三方协议违约金约定为约定工资的十倍合法吗？	三方协议违约金很高的企业是不是不好？	0
2826	婚姻关系终止的原因？	什么原因会造成婚姻关系终止	1
2827	犯挪用资金罪，会判多久？	如果犯了挪用资金罪，会被判多长时间？	1
2828	需要评估的案件能用小额程序吗？	想申请上诉需要评估的案件可以走小额诉讼程序吗	1
2829	没有工作证件，侦查人员可以现场询问证人吗？	侦查人员没有携带工作证件能现场询问证人么	1
2830	三代以内旁系血亲包括哪些	三代以内上面下面的旁系血亲包括哪些？	0
2831	持有境外机动车驾驶证的人是否可以取得中国的机动车驾驶证	已有境外驾驶证，如何换成中国驾驶证	0
2832	简述刑事自诉案件中被告人提起反诉的前提条件	在一起刑事自诉案子中，什么是被告人提起反诉的条件	1
2833	涉外离婚怎么争取孩子抚养权？	如何争取涉外离婚孩子的抚养权	1
2834	借他人名买房应承担什么法律责任？	以他人名义购买房子的，法律是怎么规制的？	1
2835	合伙企业的设立程序怎样？	设立普通合伙企业应当具备哪些条件？	0
2836	遭遇家暴可以获得赔偿吗？	在家遭到家庭暴力我能获得相关赔偿吗	1
2837	邻居违章搭建妨碍通风、采光，可以起诉维权吗？	起诉邻居违章建筑，影响采光，通风需要什么财料	0
2838	未到法定婚龄领取的结婚证有效吗？	没到法定年龄领取的结婚证怎么更正?	0
2839	被派遣劳动者在无工作期间，劳务派遣单位应当如何支付劳动者报酬	被派遣劳动者在没有工作的时候，劳务派遣单位支付劳动者报酬的方式什么？	1
2840	手机坏了，没有保修卡和发票的话还能免费保修吗？	手机坏了，保修卡丢了，有发票可以去保修吗	1
2841	法院决定逮捕的犯罪嫌疑人，公安机关执行后应当由公安机关还是法院在二十四小时内讯问	法院批准的逮捕的嫌疑人被公安机关抓捕后的24小时内的讯问工作的是法院还是公安机关？	1
2842	复检机构名录是由哪些单位共同公布的	复检机构名单目录是哪些单位一起公布出来的	1
2843	机动车在高速公路上发生交通事故，无法正常行驶的该怎么办	我的汽车在高速公路上出现状况，开不走了咋办？	1
2844	机动车的安全检验工作一定是特定的部门做吗	机动车的安全检验其他部门可以做吗	0
2845	罚款是否要开具罚款收据	罚款不开收据可以吗	1
2846	偷东西未偷到手的，怎么判？	刑法对盗窃未遂罪的量刑标准	0
2847	派遣公司解除合同需要给员工经济补偿金的情况有多少种？	我在的劳务派遣公司解除了我的合同，在几种情形下必须赔偿我经济补偿金？	1
2848	收养的程序的规定是什么	我国《收养法》规定收养成立的条件是什么?	0
2849	食品经营者履行了进货查验等义务的，是否可以免予处罚	食品经营者履行了进货查验等义务的，是否可以加重处罚	0
2850	继承人作出放弃继承意思表示的时间应当在什么时候	继承权的放弃需要做出书面意思表示吗?	0
2851	票据金额的记载有哪些法定的要求？	如何规定的票据金额的记载	1
2852	销售食用农产品的人建立食用农产品进货查验记录制度是应该做的事吗？	建立食用农产品进货查验记录制度是食用农产品销售者需要做的事吗？	1
2853	司法鉴定管理两办法“登记”一词含义？	司法鉴定人是必须在同一个鉴定所工作五年才能取得吗	0
2854	业主大会和业主委员会，对损害他人合法权益的行为，有权向行为人提出哪些要求	对于损害他人合法权益的行为，业主大会和业主委员会，可以向行为人提出的要求是哪些	1
2855	股份有限公司发起人的责任？	股份有限责任公司成立的条件是 什么？	0
2856	全职员工在职期间在外兼职，合同没约定，公司可以辞退吗？	全职员工在职期间在外兼职合同没约定，公司可以要求赔偿吗	0
2857	在过了诉讼时效且逾期办里房产证后，是否可以再起诉？	还能否起诉那些过了诉讼时效且逾期办房产证的情况？	1
2858	未披露本人的代理行为所产生的法律后果应有谁承担	隐藏代理人姓名的代理行为产生的法律后果由谁承担	1
2859	什么是紧急避险超过必要限度？	如何理解紧急避险中“没有超过必要限度”	0
2860	肇事逃逸致人死亡，现在仍然找不到肇事者该怎么办？	开车撞死人的肇事者一直找不到怎么办	1
2861	对未成年人可以进行刑事拘留吗？	未成年人是否可以刑事拘留	1
2862	一方下落不明，另一方起诉离婚，孩子会判给谁？	一方起诉离婚，另一方不见踪迹，孩子该怎么判？	0
2863	怎样找律师代写合同？	请问一下应该去哪里请求法律援助呢	0
2864	因加盟商没有场地，特许商拒退加盟费，可以要回吗？	餐饮加盟费不退需要找什么相关部门投诉	0
2865	假冒注册商标怎么鉴定	怎么识别假冒注册商标	1
2866	罚款是否要开具罚款收据	罚款是否要开具罚款发票	1
2867	公司因经营困难，想进行裁员，合法吗？	出现严重的经营困难的现象，用人单位可以裁减人员？	1
2868	租赁期限六个月以上的租赁合同未采用书面形式订立的，应当如何处理	未采用书面形式订立的租赁期限六个月以上的租赁合同，如何处理	1
2869	借款合同中当事人就合同履行地未约定或者约定不明确的，如何确定合同履行地	借款合同中当事人就合同履行地未约定的，如何确定合同履行地	1
2870	同一企业是否可以用同一配方生产不同品牌的婴幼儿配方乳粉	同一企业是否可以用相似的配方生产不同品牌的婴幼儿配方乳粉	1
2871	公司需要裁减人员，我现在还在医疗期，会被裁掉吗？	员工如果被裁了，公司有哪些要做的义务？	0
2872	公益诉讼中草原资源类案子指的是什么？	草原资源类案子归属于哪个法院管理？	0
2873	农村没有进行车道划分的道路我们应该怎么通行啊	还没来得及进行车道划分的道路我们在上面通行应该遵循什么原则	1
2874	在中外合资经营企业中外商投资者能拿技术出资吗？	中外合资经营企业外方投资者是否必须以外币投资?	0
2875	雇员因故意或者重大过失致人损害的,由谁承担责任？	雇员重大过失致他人损害应如何分责	0
2876	如果犯了挪用资金罪，会被判多长时间？	我想问一下我犯了挪用资金罪，应该被判多久？	1
2877	企业在什么情形下可以和劳动者约定违约金？	那些情况下用人单位可以和劳动者约定违约金？	1
2878	上班请病假要扣工资吗？	请问员工请病假有工资吗?	1
2879	上市公司遭遇了信用风险，股东可以临时抛售股票吗？	如果股东将上市公司的股票全部抛售而无人接盘，那会有什么后果	0
2880	微商售卖三无产品，可以要求微商平台要求赔偿吗？	怎么识别微商里的产品是不是三无产品	0
2881	什么情况下，机动车办理变更登记？	机动车有哪些情形不能办理变更登记？	1
2882	公益诉讼的被告是谁？	公益诉讼的被告可能会是哪些人	1
2883	我要怎么证明和公司存在劳动关系？	如何证明我与公司有劳动关系	1
2884	危险驾驶罪有机会缓刑吗	犯危险驾驶罪，我还有机会缓刑吗	1
2885	婚前贷款买房，可以写上双方的名字吗？	婚前买房购房合同上可以写两个人的名字吗？	0
2886	五、六级伤残，一次性工伤医疗补助金大概是多少钱？	请问在国家法律工作日加班费的标准是多少钱呢	0
2887	简述妨害民事诉讼的强制措施的种类	妨碍行政诉讼的强制措施是什么？	1
2888	可否将追缴销赃所得支付给被盗人？	我们追缴销赃的赃物可以给被盗人吗？	1
2889	食品生产经营是否需要许可	没有许可开始食品生产经营合法吗？	0
2890	发现他人伪造遗嘱什么时候起诉有效？	怀疑对方造假遗嘱，诉讼他需要什么材料	0
2891	智力有问题被教唆犯罪被抓，会怎么处理？	教唆犯罪中，被教唆人可不可以减轻处罚或者免于处罚？	0
2892	哪些土地属于国家所有	农村的土地所有权归国家所有吗	0
2893	对机动车的安全技术检验是否必须到政府制定部门进行？	关于未张贴机动车年检标志的处罚	0
2894	仲裁具有哪些法律特征？	仲裁的基本法律特征是什么!	1
2895	劳动合同内容是否可以变更	公司规定能修改劳动合同吗	0
2896	不交社会保险会有什么后果？	辞职后公司不交社保了，那是不是会自动停保	0
2897	暴雨天气导致汽车受损保险拒赔怎么办？	下暴雨，导致车辆受损，保险公司不赔偿怎么办	1
2898	怎样购买小产权房能够降低法律风险？	如何操作才能让购买小产权房的法律风险降低？	1
2899	对于旅客无票乘运、超程乘运、越级乘运或者持失效客票乘运的行为，应当如何处理	客运中造成的人身伤害，适用侵权行为民事责任的规定吗	0
2900	约定夫妻个人的债务各自承担怎样会有效？	夫妻约定各自承担个人的债务怎样会有效？	1
2901	食品生产经营者是否应当建立并执行从业人员健康管理制度	食品经营者应当建立并执行哪些管理制度？	0
2902	房产证面积和合同面积有差，住房维修基金退吗？	购买房屋时面积与房产证不符 维修基金和契税该退钱吗	1
2903	租客弄坏了我的房屋不想赔偿，我该怎么处理？	我的房子是租给别人期间被弄坏的，租客不想赔偿怎么办？	1
2904	司机离开现场去找救援算不算肇事逃逸？	交通事故后，肇事逃逸的行为都包括哪些？	0
2905	一方失踪，另一方起诉离婚，孩子会怎么判？	一方起诉离婚，另一方不见踪迹，孩子该怎么判？	1
2906	债权人行使撤销权有什么成立条件	债权人行使撤销权要符合哪些情况	1
2907	受赠人因为赠与合同赠与人故意不告知或保证无瑕疵造成损失的，赠与人是不是要承担责任	赠与人是否要承担故意不告知或保证无瑕疵，造成受赠人损失的责任	1
2908	用人单位与劳动者在用工前订立劳动合同的，劳动关系从什么时候开始建立	用工前签订劳动合同的劳动关系从什么时候开始	1
2909	口头调解协议何时生效？	口头调解协议生效时间是什么时候？	1
2910	扰乱公共场所秩序的后果？	扰乱公共场所秩序会受到什么处罚？	1
2911	未及时上报安全事故，是否可以要求更多赔偿？	未及时上报安全事故，可以要求多少赔偿？	0
2912	建设工程合同主要包括哪些合同？	建设工程施工合同书面文件，一般包括哪几个组成?	0
2913	公开审查的活动内容由谁笔录？谁来签字确认？	派出所笔录跟事实不符，但已经签字按手印怎么办？	0
2914	盗窃的追诉时间多久？	盗窃罪判多久	0
2915	经营者提供耐用商品或装饰装修等服务的，在多长时间内发现瑕疵的，由经营者来承担瑕疵举证责任？	对于经营者提供的耐用商品或装饰装修等服务，多长时间内发现瑕疵的可以让经营者来承担瑕疵举证责任？	1
2916	中外合资企业，外商可以拿技术出资吗	外商在中外合资的企业中，可以用技术出资吗	1
2917	可以转让的注册商标专用权、专利权、著作权等知识产权中的财产权是否可以出质	股权出质的担保法司法解释	0
2918	临时工可以不签订劳动合同吗？	临时工没有签订劳动合同就上班合法吗	1
2919	一个员工辞职了带走了公司资料怎么处理	将自己岗位资料拷贝带走，会有什么法律责任	0
2920	买到变质的牛奶，没喝能要求赔偿吗？	喝了变质牛奶该怎样让商家索赔	0
2921	离婚一方有过错的情形包括哪些？	离婚，其中一方有过错，如果法庭判决会怎样？	0
2922	以现有的以及将有的生产设备、原材料、半成品、产品抵押的，是否应当办理登记	通过现在有的和将来会有的生产设备、原材料、半成品、产品进行抵押，应当办理登记吗？	1
2923	机动车在高速公路上发生故障，无法正常行驶的该怎么办	我的汽车在高速公路上出现状况，开不走了咋办？	1
2924	试用期的员工可以购买社保公积金吗？	员工试用期内要交住房公积金吗？	0
2925	人民法院判决、裁定后，他人不执行应当怎么办？	我该怎么办才好，人民法院已经判决、裁定，但对方不执行？	1
2926	该怎么解决在饭店吃到了异物的问题？	去酒店吃饭中发现异物该如何处理？	1
2927	进口的预包装食品没有中文标签、中文说明书或者标签、说明书不符合本条规定的，是否可以进口	进口的预包装食品没有中文标签、中文说明书或者标签、说明书不符合本条规定的，可以由进口商自行加贴中文说明吗	0
2928	在隐名代理问题中，受托人可以直接起诉第三人吗	受托人可以在隐名代理的情况下，可以直接起诉第三人吗	1
2929	三方协议中没有明确岗位，实际工作和专业不符，可以离职吗？	实习没有三方协议，单位会要你实习不	0
2930	自己在家制作吃的在微信卖算犯法吗?	自己在家制作吃的然后卖，这算违法吗?	1
2931	遇到推销保健品该如何用法律手段来维权？	有人向我推销保健品，我怎么用法律手段维护自己的权益？	1
2932	进口的预包装食品、食品添加剂标签、说明书应当符合哪些要求	进口的预包装食品、食品添加剂标签、说明书不符合食品应该符合的要求怎么办	0
2933	工程勘察、设计合同一般包括哪些内容？	工程勘察、设计合同有什么内容	1
2934	委托他人办事要不要预先支付委托费用？	提前预付委托费用后，不用办事了，对方不退钱怎么办？	0
2935	如何适用刑事速裁程序审理案件？	适用简易程序处理的刑事案件主要有哪些	0
2936	单位集资诈骗罪如何判刑？	单位犯集资诈骗罪的量刑标准是什么样的	1
2937	机动车在高速公路上发生故障或者交通事故，无法正常行驶的该怎么办	机动车在高速公路上发生交通事故，无法正常行驶的该怎么办	1
2938	集体合同是否具有拘束力	什么情况下必须签订集体合同	0
2939	伤残鉴定什么时候做好，有期限吗？	伤残鉴定申请的时间有规定么，要多长时间？	1
2940	转让专利权应该办理什么手续？	需要办理什么手续从而转让专利权	1
2941	受托人有两个以上，一起处理委托的事情，他们对委托人承担什么样的责任	多个受托人共同办理委托事务的，他们对于委托人承担的责任是什么	1
2942	债务人在债权转让时的抗辩权的规定？	法律上是怎么约定债务人在债权转让时的抗辩权的呢	1
2943	单位工会主席的劳动合同到期了，能否与其终止劳动关系？	劳动合同到期后未续签劳动关系能随时终止吗	0
2944	什么是食品的保持期？	怎么处理过保持期的食品？	0
2945	财务公司债券发行需要遵守哪些规定？	发行证券的财务公司要遵从什么规则？	1
2946	行政复议申请期限？	提出行政复议有时间规定吗	0
2947	遗嘱人生前的行为与遗嘱不一样，该遗嘱是否有效	遗嘱的意思和遗嘱人生前的行为不一样的，遗嘱还有效吗	1
2948	一方在国内，一方在国外，离婚要去哪个法院？	一方在国内一方在国外，起诉离婚要去哪个法院起诉	1
2949	构成铁路运营安全事故罪的行为有哪些	符合铁路运营安全事故罪构成要件的行为有哪些？	1
2950	分期付款的买卖合同的买受人未支付到期价款的，出卖人如何主张权利	分期付款的买卖合同的买受人未支付到期价款的，出卖人可以起诉吗	0
2951	用人单位在试用期内可否随意解除劳动合同?	试用期内解除劳动合同	0
2952	证人同时给双方作证有效吗？	同一个证人可以为双方作证吗？	1
2953	网购的商品收货七天后发现质量问题，商家不肯换货只答应修理可以吗？	商家对于收货七天后才发现有质量问题的商品不肯换只肯修，这样的做法可以嘛？	1
2954	对违反消极资格规定任职的行为如何处置？	怎么处罚违反消极资格规定任职的的情况	1
2955	保证人履行保证责任时，其实际清偿额大于主债权范围的该如何行使追偿权	“担保”的形式有哪五种？	0
2956	调查、收集证据必须要当事人自己收集吗？	当事人是不是只能自己亲自调查收集证据	1
2957	因电视广告虚假宣传买到伪劣产品可以要求媒体赔偿吗？	由于电视广告虚假宣传，销售伪劣产品，消费者是否可以要求媒体承担赔偿责任？	1
2958	主动辞职后发现怀孕了可以反悔吗？	主动辞职之后发现自己怀孕，反悔允许吗？	1
2959	调查前期准备工作有哪些？	问卷调查的前期的准备工作有哪些	1
2960	私自向外国人出售、赠送珍贵文物的行为是否构成犯罪？	把珍贵的文物向外国人出售或赠送的，这样的行为构成犯罪么？	1
2961	女员工主动辞职后发现自己怀孕，能否反悔？	主动辞职之后发现自己怀孕，反悔允许吗？	1
2962	我买的东西是三无产品可以算是假货吗？对方又不承认怎么办？	买了个三无产品可以当做假货来处置吗？商家不承认这是假货怎么办	1
2963	建筑区划内的道路属谁共有	小区外围道路物管有权收停车费吗？	0
2964	如何查询企业的信息？	怎么查询公司的信息？	1
2965	实用新型专利被侵权要承担什么责任？	专利发生侵权，侵权行为人要承担什么法律责任	0
2966	接受委托的人完成别人托付的事情之后，有权获取相应的报酬吗	受托人办完了委托者交代的事情，有没有获得报酬的权利？	1
2967	对于实施家庭暴力或虐待家庭成员的行为，受害方可以采取怎么样的自我保护措施	对于实施家庭暴力或虐待家庭成员的行为，受害方可以采取的自我保护措施都有什么	1
2968	医院打点滴发生过敏反应可以索赔吗？	我在医院打点滴的时候发生了过敏反应，我可以向医院要求赔偿吗	1
2969	在餐厅吃饭发现异物怎么办？	餐厅饭里有苍蝇去哪举报？	0
2970	如何判断是假冒注册商标？	如何认定假冒注册商标罪？	1
2971	怎样购买小产权房能够降低法律风险？	我要购买一套小产权的房子，如何降低法律风险？	1
2972	发行公司债券的流程是什么？	公司债券发行过程是什么样的？	1
2973	公司少缴社保和公积金，离职可以拿到补偿吗？	单位辞退员工，补偿金包含社保和住房公积金基数吗？	1
2974	当事人认为办案人员与案件有利害关系时能否申请回避？	在案件的办理中，有哪些情况是需要办案人员回避的呢？	0
2975	遗赠是否需要进行公证？	遗赠需要公证吗?	1
2976	医疗事故纠纷起诉后还可以鉴定吗？	司法鉴定人是怎样进行医疗纠纷鉴定	0
2977	机动车驾驶人安全驾驶的注意事项	机动车驾驶人醉酒驾驶的注意事项	0
2978	婚姻关系终止的原因？	法定代理终止的情形有哪些?	0
2979	我家有小产权房，想了解小产权房能转大产权吗	大产权房有可能是小产权房演变的吗？	1
2980	欠债不还会拘留吗？	欠钱不还拘留之后还需要还钱吗	0
2981	胎儿是否可以继承遗产	胎儿有没有继承权，继承人继承遗产的条件有哪些	0
2982	县级以上人民政府食品安全监督管理部门是否可以对食品免检	食品安全监督管理部门是县级以上人民政府的，能够免检食品吗	1
2983	违反劳动合同应如何处理？	公司违反劳动合同法吗？我们应该怎么办？	0
2984	员工在试用期内，单位以不能胜任工作为由辞退，员工能有什么赔偿？	试用期公司以不符合岗位要求辞退，员工能要求哪些赔偿	1
2985	检察机关直接受理哪些案件？	人民检察院直接受理的刑事案件主要有哪些	0
2986	我国的行政复议制度在实践中存在哪些问题？	我国行政复议制度有哪些缺陷？	1
2987	缓刑是刑罚吗？	缓刑属于刑罚的一种吗	1
2988	宅基地使用权人是否可以在该土地建造住宅及其附属设施	宅基地使用权人是否可以在该土地建造住宅及其附属财产	1
2989	收到中奖短信怎么处理？	手机经常收到中奖之类的诈骗短信该怎么办.	1
2990	一方失踪了，另一方可以提出离婚吗？	夫妻一方失踪，另一方怎样离婚	0
2991	国有独资公司股东会有什么特别规定？	国有独资公司股东会包含了哪些特别规定？	1
2992	律师函的应用领域？	哪些地方用的到律师函？	1
2993	改建、重建建筑物及其附属设施，是否应当由业主共同决定	对建筑物及其附属设施进行改建、重建的，应该由业主一起决定吗	1
2994	非法财产可以没收吗？	行为人的非法所得财产，能没收吗	1
2995	第三者责任险的保险责任有哪些？	什么是第三者责任险？赔偿范围有哪些?	0
2996	备案审查案件的办案步骤和办案时限？	非诉执行案件审查通过后多久进入执行程序	0
2997	签订赠与合同时有哪些要注意的？	简述一下签订赠与合同注意事项	1
2998	请病假还要扣工资这符合劳动法规定吗？	生病了需要休息，请问请病假扣工资吗	1
2999	土地补偿费等费用的使用、分配办法是否应当由农民集体成员决定	现在直接从农民手中租赁土地，签订的协议是否有效？	0
3000	用人单位决定提前解散的，劳动合同是否终止	公司提前解散是否终止了劳动合同	1
3001	在公司实习，没签实习协议，要注意些什么？	实习生协议都没签可以随时辞职吗?	0
3002	租赁物在正常使用过程中损坏的，承租人需要赔偿吗？	承租人需要赔偿正常使用损坏的租赁物吗？	1
3003	孩子玩游戏充值可以要求退回吗？	孩子在直播里充的钱，可以要求退款么	0
3004	生产经营发生严重困难的，用人单位是否可以裁减人员	企业生产经营严重困难辞退工人的需要支付赔偿金吗？	0
3005	什么是管辖权异议？	管辖权异议定义是什么？	1
3006	邻居在门口放个鞋架算占用公共面积吗？	小区走廊面积能不能放鞋架	0
3007	哪些行为构成铁路运营安全事故罪？	行为人劫持火车的行为构成什么罪	0
3008	试用期已经到期了，工资还没变，可以要求补偿吗？	试用期过了要辞退，还没有试用期合同，怎么补偿	0
3009	债权人依法提起撤销权诉讼的，如何确定管辖法院	债权人合法提出的撤销权诉讼应该怎么确定管辖的法院	1
3010	跟团旅游遇上大风天气，自身财物丢失谁赔偿吗？	财物在跟团旅游时遇上大风天气之后丢失了，要找谁赔偿	1
3011	徇私枉法罪的立案标准是什么？	徇私枉法罪量刑标准是怎样的	0
3012	劝酒过量致人死亡谁担责？	劝朋友喝酒死亡，谁承担责任	1
3013	公司少缴社保和公积金，离职可以拿到补偿吗？	用人单位给员工少缴社保还有公积金，员工离职还可以拿到补偿吗？	1
3014	犯故意伤害罪怎么处罚？	如何惩处犯故意伤害罪的人？	1
3015	证据的法定种类有哪些？	证据的法定意义是什么？	0
